sheet_part,ref,label,formula,cached,shared,whole_column
xl/worksheets/sheet2.xml,J248,,"_xlfn.XLOOKUP(C248,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F249,,"VLOOKUP(D249,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G249,,"ROUND(E249*F249,2)",641.4,0,0
xl/worksheets/sheet2.xml,H249,,E249+G249,4917.4,0,0
xl/worksheets/sheet2.xml,J249,,"_xlfn.XLOOKUP(C249,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F250,,"VLOOKUP(D250,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G250,,"ROUND(E250*F250,2)",215.65,0,0
xl/worksheets/sheet2.xml,H250,,E250+G250,4528.65,0,0
xl/worksheets/sheet2.xml,J250,,"_xlfn.XLOOKUP(C250,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F251,,"VLOOKUP(D251,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G251,,"ROUND(E251*F251,2)",435,0,0
xl/worksheets/sheet2.xml,H251,,E251+G251,4785,0,0
xl/worksheets/sheet2.xml,J251,,"_xlfn.XLOOKUP(C251,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F252,,"VLOOKUP(D252,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G252,,"ROUND(E252*F252,2)",658.05,0,0
xl/worksheets/sheet2.xml,H252,,E252+G252,5045.05,0,0
xl/worksheets/sheet2.xml,J252,,"_xlfn.XLOOKUP(C252,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F253,,"VLOOKUP(D253,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G253,,"ROUND(E253*F253,2)",221.2,0,0
xl/worksheets/sheet2.xml,H253,,E253+G253,4645.2,0,0
xl/worksheets/sheet2.xml,J253,,"_xlfn.XLOOKUP(C253,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F254,,"VLOOKUP(D254,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G254,,"ROUND(E254*F254,2)",446.1,0,0
xl/worksheets/sheet2.xml,H254,,E254+G254,4907.1,0,0
xl/worksheets/sheet2.xml,J254,,"_xlfn.XLOOKUP(C254,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F255,,"VLOOKUP(D255,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G255,,"ROUND(E255*F255,2)",674.7,0,0
xl/worksheets/sheet2.xml,H255,,E255+G255,5172.7,0,0
xl/worksheets/sheet2.xml,J255,,"_xlfn.XLOOKUP(C255,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F256,,"VLOOKUP(D256,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G256,,"ROUND(E256*F256,2)",226.75,0,0
xl/worksheets/sheet2.xml,H256,,E256+G256,4761.75,0,0
xl/worksheets/sheet2.xml,J256,,"_xlfn.XLOOKUP(C256,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F257,,"VLOOKUP(D257,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G257,,"ROUND(E257*F257,2)",457.2,0,0
xl/worksheets/sheet2.xml,H257,,E257+G257,5029.2,0,0
xl/worksheets/sheet2.xml,J257,,"_xlfn.XLOOKUP(C257,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F258,,"VLOOKUP(D258,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G258,,"ROUND(E258*F258,2)",691.35,0,0
xl/worksheets/sheet2.xml,H258,,E258+G258,5300.35,0,0
xl/worksheets/sheet2.xml,J258,,"_xlfn.XLOOKUP(C258,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F259,,"VLOOKUP(D259,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G259,,"ROUND(E259*F259,2)",232.3,0,0
xl/worksheets/sheet2.xml,H259,,E259+G259,4878.3,0,0
xl/worksheets/sheet2.xml,J259,,"_xlfn.XLOOKUP(C259,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F260,,"VLOOKUP(D260,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G260,,"ROUND(E260*F260,2)",468.3,0,0
xl/worksheets/sheet2.xml,H260,,E260+G260,5151.3,0,0
xl/worksheets/sheet2.xml,J260,,"_xlfn.XLOOKUP(C260,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F261,,"VLOOKUP(D261,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G261,,"ROUND(E261*F261,2)",708,0,0
xl/worksheets/sheet2.xml,H261,,E261+G261,5428,0,0
xl/worksheets/sheet2.xml,J261,,"_xlfn.XLOOKUP(C261,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F262,,"VLOOKUP(D262,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G262,,"ROUND(E262*F262,2)",237.85,0,0
xl/worksheets/sheet2.xml,H262,,E262+G262,4994.85,0,0
xl/worksheets/sheet2.xml,J262,,"_xlfn.XLOOKUP(C262,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F263,,"VLOOKUP(D263,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G263,,"ROUND(E263*F263,2)",479.4,0,0
xl/worksheets/sheet2.xml,H263,,E263+G263,5273.4,0,0
xl/worksheets/sheet2.xml,J263,,"_xlfn.XLOOKUP(C263,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F264,,"VLOOKUP(D264,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G264,,"ROUND(E264*F264,2)",724.65,0,0
xl/worksheets/sheet2.xml,H264,,E264+G264,5555.65,0,0
xl/worksheets/sheet2.xml,J264,,"_xlfn.XLOOKUP(C264,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F265,,"VLOOKUP(D265,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G265,,"ROUND(E265*F265,2)",243.4,0,0
xl/worksheets/sheet2.xml,H265,,E265+G265,5111.4,0,0
xl/worksheets/sheet2.xml,J265,,"_xlfn.XLOOKUP(C265,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F266,,"VLOOKUP(D266,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G266,,"ROUND(E266*F266,2)",490.5,0,0
xl/worksheets/sheet2.xml,H266,,E266+G266,5395.5,0,0
xl/worksheets/sheet2.xml,J266,,"_xlfn.XLOOKUP(C266,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F267,,"VLOOKUP(D267,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G267,,"ROUND(E267*F267,2)",741.3,0,0
xl/worksheets/sheet2.xml,H267,,E267+G267,5683.3,0,0
xl/worksheets/sheet2.xml,J267,,"_xlfn.XLOOKUP(C267,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F268,,"VLOOKUP(D268,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G268,,"ROUND(E268*F268,2)",248.95,0,0
xl/worksheets/sheet2.xml,H268,,E268+G268,5227.95,0,0
xl/worksheets/sheet2.xml,J268,,"_xlfn.XLOOKUP(C268,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F269,,"VLOOKUP(D269,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G269,,"ROUND(E269*F269,2)",501.6,0,0
xl/worksheets/sheet2.xml,H269,,E269+G269,5517.6,0,0
xl/worksheets/sheet2.xml,J269,,"_xlfn.XLOOKUP(C269,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F270,,"VLOOKUP(D270,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G270,,"ROUND(E270*F270,2)",757.95,0,0
xl/worksheets/sheet2.xml,H270,,E270+G270,5810.95,0,0
xl/worksheets/sheet2.xml,J270,,"_xlfn.XLOOKUP(C270,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F271,,"VLOOKUP(D271,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G271,,"ROUND(E271*F271,2)",254.5,0,0
xl/worksheets/sheet2.xml,H271,,E271+G271,5344.5,0,0
xl/worksheets/sheet2.xml,J271,,"_xlfn.XLOOKUP(C271,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F272,,"VLOOKUP(D272,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G272,,"ROUND(E272*F272,2)",12.7,0,0
xl/worksheets/sheet2.xml,H272,,E272+G272,139.7,0,0
xl/worksheets/sheet2.xml,J272,,"_xlfn.XLOOKUP(C272,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F273,,"VLOOKUP(D273,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G273,,"ROUND(E273*F273,2)",24.6,0,0
xl/worksheets/sheet2.xml,H273,,E273+G273,188.6,0,0
xl/worksheets/sheet2.xml,J273,,"_xlfn.XLOOKUP(C273,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F274,,"VLOOKUP(D274,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G274,,"ROUND(E274*F274,2)",10.05,0,0
xl/worksheets/sheet2.xml,H274,,E274+G274,211.05,0,0
xl/worksheets/sheet2.xml,J274,,"_xlfn.XLOOKUP(C274,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F275,,"VLOOKUP(D275,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G275,,"ROUND(E275*F275,2)",23.8,0,0
xl/worksheets/sheet2.xml,H275,,E275+G275,261.8,0,0
xl/worksheets/sheet2.xml,J275,,"_xlfn.XLOOKUP(C275,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F276,,"VLOOKUP(D276,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G276,,"ROUND(E276*F276,2)",41.25,0,0
xl/worksheets/sheet2.xml,H276,,E276+G276,316.25,0,0
xl/worksheets/sheet2.xml,J276,,"_xlfn.XLOOKUP(C276,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F277,,"VLOOKUP(D277,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G277,,"ROUND(E277*F277,2)",15.6,0,0
xl/worksheets/sheet2.xml,H277,,E277+G277,327.6,0,0
xl/worksheets/sheet2.xml,J277,,"_xlfn.XLOOKUP(C277,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F278,,"VLOOKUP(D278,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G278,,"ROUND(E278*F278,2)",34.9,0,0
xl/worksheets/sheet2.xml,H278,,E278+G278,383.9,0,0
xl/worksheets/sheet2.xml,J278,,"_xlfn.XLOOKUP(C278,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F279,,"VLOOKUP(D279,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G279,,"ROUND(E279*F279,2)",57.9,0,0
xl/worksheets/sheet2.xml,H279,,E279+G279,443.9,0,0
xl/worksheets/sheet2.xml,J279,,"_xlfn.XLOOKUP(C279,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F280,,"VLOOKUP(D280,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G280,,"ROUND(E280*F280,2)",21.15,0,0
xl/worksheets/sheet2.xml,H280,,E280+G280,444.15,0,0
xl/worksheets/sheet2.xml,J280,,"_xlfn.XLOOKUP(C280,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F281,,"VLOOKUP(D281,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G281,,"ROUND(E281*F281,2)",46,0,0
xl/worksheets/sheet2.xml,H281,,E281+G281,506,0,0
xl/worksheets/sheet2.xml,J281,,"_xlfn.XLOOKUP(C281,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F282,,"VLOOKUP(D282,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G282,,"ROUND(E282*F282,2)",74.55,0,0
xl/worksheets/sheet2.xml,H282,,E282+G282,571.55,0,0
xl/worksheets/sheet2.xml,J282,,"_xlfn.XLOOKUP(C282,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F283,,"VLOOKUP(D283,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G283,,"ROUND(E283*F283,2)",26.7,0,0
xl/worksheets/sheet2.xml,H283,,E283+G283,560.7,0,0
xl/worksheets/sheet2.xml,J283,,"_xlfn.XLOOKUP(C283,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F284,,"VLOOKUP(D284,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G284,,"ROUND(E284*F284,2)",57.1,0,0
xl/worksheets/sheet2.xml,H284,,E284+G284,628.1,0,0
xl/worksheets/sheet2.xml,J284,,"_xlfn.XLOOKUP(C284,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F285,,"VLOOKUP(D285,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G285,,"ROUND(E285*F285,2)",91.2,0,0
xl/worksheets/sheet2.xml,H285,,E285+G285,699.2,0,0
xl/worksheets/sheet2.xml,J285,,"_xlfn.XLOOKUP(C285,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F286,,"VLOOKUP(D286,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G286,,"ROUND(E286*F286,2)",32.25,0,0
xl/worksheets/sheet2.xml,H286,,E286+G286,677.25,0,0
xl/worksheets/sheet2.xml,J286,,"_xlfn.XLOOKUP(C286,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F287,,"VLOOKUP(D287,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G287,,"ROUND(E287*F287,2)",68.2,0,0
xl/worksheets/sheet2.xml,H287,,E287+G287,750.2,0,0
xl/worksheets/sheet2.xml,J287,,"_xlfn.XLOOKUP(C287,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F288,,"VLOOKUP(D288,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G288,,"ROUND(E288*F288,2)",107.85,0,0
xl/worksheets/sheet2.xml,H288,,E288+G288,826.85,0,0
xl/worksheets/sheet2.xml,J288,,"_xlfn.XLOOKUP(C288,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F289,,"VLOOKUP(D289,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G289,,"ROUND(E289*F289,2)",37.8,0,0
xl/worksheets/sheet2.xml,H289,,E289+G289,793.8,0,0
xl/worksheets/sheet2.xml,J289,,"_xlfn.XLOOKUP(C289,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F290,,"VLOOKUP(D290,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G290,,"ROUND(E290*F290,2)",79.3,0,0
xl/worksheets/sheet2.xml,H290,,E290+G290,872.3,0,0
xl/worksheets/sheet2.xml,J290,,"_xlfn.XLOOKUP(C290,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F291,,"VLOOKUP(D291,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G291,,"ROUND(E291*F291,2)",124.5,0,0
xl/worksheets/sheet2.xml,H291,,E291+G291,954.5,0,0
xl/worksheets/sheet2.xml,J291,,"_xlfn.XLOOKUP(C291,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F292,,"VLOOKUP(D292,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G292,,"ROUND(E292*F292,2)",43.35,0,0
xl/worksheets/sheet2.xml,H292,,E292+G292,910.35,0,0
xl/worksheets/sheet2.xml,J292,,"_xlfn.XLOOKUP(C292,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F293,,"VLOOKUP(D293,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G293,,"ROUND(E293*F293,2)",90.4,0,0
xl/worksheets/sheet2.xml,H293,,E293+G293,994.4,0,0
xl/worksheets/sheet2.xml,J293,,"_xlfn.XLOOKUP(C293,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F294,,"VLOOKUP(D294,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G294,,"ROUND(E294*F294,2)",141.15,0,0
xl/worksheets/sheet2.xml,H294,,E294+G294,1082.15,0,0
xl/worksheets/sheet2.xml,J294,,"_xlfn.XLOOKUP(C294,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F295,,"VLOOKUP(D295,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G295,,"ROUND(E295*F295,2)",48.9,0,0
xl/worksheets/sheet2.xml,H295,,E295+G295,1026.9,0,0
xl/worksheets/sheet2.xml,J295,,"_xlfn.XLOOKUP(C295,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F296,,"VLOOKUP(D296,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G296,,"ROUND(E296*F296,2)",101.5,0,0
xl/worksheets/sheet2.xml,H296,,E296+G296,1116.5,0,0
xl/worksheets/sheet2.xml,J296,,"_xlfn.XLOOKUP(C296,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F297,,"VLOOKUP(D297,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G297,,"ROUND(E297*F297,2)",157.8,0,0
xl/worksheets/sheet2.xml,H297,,E297+G297,1209.8,0,0
xl/worksheets/sheet2.xml,J297,,"_xlfn.XLOOKUP(C297,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F298,,"VLOOKUP(D298,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G298,,"ROUND(E298*F298,2)",54.45,0,0
xl/worksheets/sheet2.xml,H298,,E298+G298,1143.45,0,0
xl/worksheets/sheet2.xml,J298,,"_xlfn.XLOOKUP(C298,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F299,,"VLOOKUP(D299,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G299,,"ROUND(E299*F299,2)",112.6,0,0
xl/worksheets/sheet2.xml,H299,,E299+G299,1238.6,0,0
xl/worksheets/sheet2.xml,J299,,"_xlfn.XLOOKUP(C299,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F300,,"VLOOKUP(D300,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G300,,"ROUND(E300*F300,2)",174.45,0,0
xl/worksheets/sheet2.xml,H300,,E300+G300,1337.45,0,0
xl/worksheets/sheet2.xml,J300,,"_xlfn.XLOOKUP(C300,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F301,,"VLOOKUP(D301,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G301,,"ROUND(E301*F301,2)",60,0,0
xl/worksheets/sheet2.xml,H301,,E301+G301,1260,0,0
xl/worksheets/sheet2.xml,J301,,"_xlfn.XLOOKUP(C301,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F302,,"VLOOKUP(D302,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G302,,"ROUND(E302*F302,2)",123.7,0,0
xl/worksheets/sheet2.xml,H302,,E302+G302,1360.7,0,0
xl/worksheets/sheet2.xml,J302,,"_xlfn.XLOOKUP(C302,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F303,,"VLOOKUP(D303,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G303,,"ROUND(E303*F303,2)",191.1,0,0
xl/worksheets/sheet2.xml,H303,,E303+G303,1465.1,0,0
xl/worksheets/sheet2.xml,J303,,"_xlfn.XLOOKUP(C303,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F304,,"VLOOKUP(D304,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G304,,"ROUND(E304*F304,2)",65.55,0,0
xl/worksheets/sheet2.xml,H304,,E304+G304,1376.55,0,0
xl/worksheets/sheet2.xml,J304,,"_xlfn.XLOOKUP(C304,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F305,,"VLOOKUP(D305,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G305,,"ROUND(E305*F305,2)",134.8,0,0
xl/worksheets/sheet2.xml,H305,,E305+G305,1482.8,0,0
xl/worksheets/sheet2.xml,J305,,"_xlfn.XLOOKUP(C305,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F306,,"VLOOKUP(D306,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G306,,"ROUND(E306*F306,2)",207.75,0,0
xl/worksheets/sheet2.xml,H306,,E306+G306,1592.75,0,0
xl/worksheets/sheet2.xml,J306,,"_xlfn.XLOOKUP(C306,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Operations,0,0
xl/worksheets/sheet2.xml,F307,,"VLOOKUP(D307,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G307,,"ROUND(E307*F307,2)",71.1,0,0
xl/worksheets/sheet2.xml,H307,,E307+G307,1493.1,0,0
xl/worksheets/sheet2.xml,J307,,"_xlfn.XLOOKUP(C307,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Finance,0,0
xl/worksheets/sheet2.xml,F308,,"VLOOKUP(D308,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
xl/worksheets/sheet2.xml,G308,,"ROUND(E308*F308,2)",145.9,0,0
xl/worksheets/sheet2.xml,H308,,E308+G308,1604.9,0,0
xl/worksheets/sheet2.xml,J308,,"_xlfn.XLOOKUP(C308,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Quality,0,0
xl/worksheets/sheet2.xml,F309,,"VLOOKUP(D309,Lookup!$A$2:$B$4,2,FALSE())",0.15,0,0
xl/worksheets/sheet2.xml,G309,,"ROUND(E309*F309,2)",224.4,0,0
xl/worksheets/sheet2.xml,H309,,E309+G309,1720.4,0,0
xl/worksheets/sheet2.xml,J309,,"_xlfn.XLOOKUP(C309,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Human Resources,0,0
xl/worksheets/sheet2.xml,F310,,"VLOOKUP(D310,Lookup!$A$2:$B$4,2,FALSE())",0.05,0,0
xl/worksheets/sheet2.xml,G310,,"ROUND(E310*F310,2)",76.65,0,0
xl/worksheets/sheet2.xml,H310,,E310+G310,1609.65,0,0
xl/worksheets/sheet2.xml,J310,,"_xlfn.XLOOKUP(C310,Departments!$A$2:$A$6,Departments!$B$2:$B$6,""Unknown"")",Technology,0,0
xl/worksheets/sheet2.xml,F311,,"VLOOKUP(D311,Lookup!$A$2:$B$4,2,FALSE())",0.1,0,0
